100	0.009	0.0051	0.0066
110	0.0099	0.0055	0.004
120	0.0108	0.0062	0.0044
130	0.0154	0.0077	0.0065
140	0.0158	0.0091	0.0062
150	0.0167	0.0095	0.0067
160	0.0152	0.0072	0.006
170	0.0165	0.0078	0.0061
180	0.023	0.013	0.0098
190	0.0235	0.0126	0.0088
200	0.0228	0.0134	0.0079
210	0.0209	0.0101	0.008
220	0.0256	0.0109	0.0085
230	0.0233	0.0114	0.0089
240	0.0246	0.012	0.0093
250	0.0254	0.0125	0.0095
260	0.0268	0.013	0.01
270	0.0299	0.0124	0.0125
280	0.0342	0.0192	0.0151
290	0.0305	0.0123	0.0126
300	0.0329	0.025	0.0159
310	0.0325	0.0133	0.0136
320	0.0348	0.014	0.0142
330	0.035	0.0144	0.0145
340	0.0362	0.0151	0.0147
350	0.0399	0.0188	0.0153
360	0.0389	0.0162	0.0155
370	0.0402	0.0232	0.0163
380	0.0413	0.0174	0.0169
390	0.0447	0.0182	0.0172
400	0.0432	0.0188	0.0177
410	0.0475	0.0195	0.0182
420	0.0486	0.0202	0.0208
430	0.0472	0.0207	0.0199
440	0.0609	0.0341	0.0275
450	0.0567	0.0245	0.024
460	0.051	0.0221	0.0218
470	0.0576	0.03	0.025
480	0.0542	0.0234	0.026
490	0.0548	0.024	0.0234
500	0.0561	0.0248	0.0239
510	0.0569	0.0254	0.0264
520	0.0581	0.0259	0.0249
530	0.0595	0.0267	0.0256
540	0.0631	0.0277	0.0261
550	0.0622	0.0281	0.0264
560	0.0634	0.0236	0.0287
570	0.0681	0.0245	0.0281
580	0.0699	0.0248	0.0286
590	0.0674	0.0251	0.0312
600	0.0682	0.0347	0.0304
610	0.0739	0.0265	0.0316
620	0.0748	0.0396	0.0341
630	0.0878	0.0283	0.0402
640	0.0742	0.0382	0.0418
650	0.0922	0.0416	0.0425
660	0.1001	0.0427	0.0427
670	0.0995	0.0466	0.0447
680	0.1024	0.045	0.0456
690	0.0994	0.0468	0.0453
700	0.103	0.0449	0.0456
710	0.1046	0.0458	0.0479
720	0.0862	0.0377	0.0393
730	0.0851	0.037	0.0384
740	0.088	0.0418	0.0397
750	0.0952	0.0356	0.0412
760	0.1132	0.0515	0.0519
770	0.1177	0.0524	0.0532
780	0.1045	0.0407	0.0434
790	0.0969	0.0414	0.0508
800	0.0956	0.04	0.0437
810	0.0956	0.0374	0.0476
820	0.1002	0.0383	0.0443
830	0.1023	0.0386	0.0448
840	0.1045	0.0399	0.0454
850	0.1022	0.0491	0.0468
860	0.1034	0.0405	0.0495
870	0.1604	0.0671	0.0501
880	0.107	0.0417	0.0482
890	0.1073	0.0456	0.049
900	0.1115	0.0431	0.0493
910	0.1105	0.0437	0.0494
920	0.1145	0.0451	0.0569
930	0.1142	0.0449	0.051
940	0.1136	0.0454	0.0539
950	0.1159	0.0459	0.0552
960	0.117	0.0468	0.053
970	0.1173	0.0473	0.0536
980	0.1382	0.0623	0.0586
990	0.122	0.0487	0.0553
1000	0.1256	0.0497	0.0557
1010	0.1252	0.0501	0.0563
1020	0.1245	0.0531	0.0571
1030	0.1278	0.0512	0.0577
1040	0.1266	0.0531	0.0585
1050	0.1305	0.0526	0.07
1060	0.1348	0.0543	0.06
1070	0.1753	0.0762	0.0699
1080	0.1348	0.0548	0.0613
1090	0.1368	0.0557	0.0618
1100	0.1434	0.0566	0.0628
1110	0.1403	0.0566	0.0627
1120	0.14	0.0606	0.064
1130	0.1399	0.0577	0.0642
1140	0.1438	0.0584	0.0646
1150	0.1452	0.0627	0.0663
1160	0.1513	0.0632	0.0671
1170	0.1472	0.0602	0.0668
1180	0.1489	0.0608	0.0684
1190	0.1506	0.0612	0.0684
1200	0.1511	0.0493	0.0727
1210	0.1524	0.0499	0.076
1220	0.1529	0.0504	0.0705
1230	0.1608	0.0583	0.072
1240	0.1576	0.0515	0.072
1250	0.2178	0.0529	0.0726
1260	0.1607	0.0529	0.0733
1270	0.1597	0.0527	0.0774
1280	0.1635	0.0618	0.0752
1290	0.1643	0.0536	0.0754
1300	0.2168	0.0614	0.0795
1310	0.1656	0.0547	0.077
1320	0.171	0.0555	0.0775
1330	0.1707	0.056	0.0779
1340	0.1769	0.0573	0.0784
1350	0.1734	0.0574	0.0797
1360	0.1765	0.0578	0.0801
1370	0.1819	0.088	0.1124
1380	0.1807	0.0595	0.082
1390	0.1798	0.0596	0.0825
1400	0.1803	0.0597	0.0829
1410	0.2095	0.0634	0.0889
1420	0.1827	0.0721	0.0887
1430	0.1988	0.0675	0.0862
1440	0.2142	0.0757	0.0974
1450	0.1855	0.0618	0.087
1460	0.1988	0.0633	0.0901
1470	0.1883	0.0663	0.1018
1480	0.1894	0.0714	0.0993
1490	0.1923	0.0642	0.0891
1500	0.1931	0.0648	0.1243
1510	0.193	0.0647	0.0929
1520	0.1949	0.0671	0.0912
1530	0.2123	0.0673	0.0926
1540	0.198	0.067	0.0945
1550	0.2029	0.0756	0.0939
1560	0.2055	0.0682	0.094
1570	0.2152	0.0696	0.1097
1580	0.2077	0.0692	0.0953
1590	0.209	0.07	0.0964
1600	0.2067	0.0803	0.0978
1610	0.2104	0.1286	0.1287
1620	0.21	0.1124	0.1225
1630	0.2151	0.0725	0.0992
1640	0.2308	0.0741	0.1005
1650	0.216	0.0823	0.112
1660	0.2399	0.0743	0.1009
1670	0.2227	0.074	0.1015
1680	0.2401	0.0761	0.1035
1690	0.2197	0.0851	0.1099
1700	0.2293	0.0767	0.1042
1710	0.2236	0.0793	0.1054
1720	0.2299	0.0766	0.1055
1730	0.2368	0.1115	0.1306
1740	0.2336	0.0788	0.1171
1750	0.2285	0.0782	0.1102
1760	0.2362	0.0938	0.1103
1770	0.2515	0.0876	0.1098
1780	0.2472	0.0841	0.1151
1790	0.2356	0.0843	0.1114
1800	0.243	0.0818	0.1147
1810	0.2417	0.0828	0.1126
1820	0.2417	0.0829	0.1138
1830	0.2464	0.0835	0.1577
1840	0.2463	0.0935	0.1198
1850	0.2598	0.0857	0.1166
